asset_id,objid,filepath,derived_label,caption
21347,587726102032220637,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\21347.jpg,spiral,A spiral galaxy with visible arms.
258774,587738947204743350,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\258774.jpg,spiral,A spiral galaxy with visible arms.
83325,587735491363012765,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\83325.jpg,spiral,A spiral galaxy with visible arms.
141700,587739812098343115,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\141700.jpg,spiral,A spiral galaxy with visible arms.
47530,587731873390133416,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\47530.jpg,spiral,A spiral galaxy with visible arms.
118514,587739114173300888,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\118514.jpg,spiral,A spiral galaxy with visible arms.
115537,587738947209396369,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\115537.jpg,spiral,A spiral galaxy with visible arms.
270559,588017702931857556,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\270559.jpg,spiral,A spiral galaxy with visible arms.
148333,587741390497185942,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\148333.jpg,spiral,A spiral galaxy with visible arms.
234390,588018253224739078,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\234390.jpg,spiral,A spiral galaxy with visible arms.
3966,587725039026110540,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\3966.jpg,spiral,A spiral galaxy with visible arms.
140421,587739810487861318,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\140421.jpg,spiral,A spiral galaxy with visible arms.
270378,588017627230830672,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\270378.jpg,spiral,A spiral galaxy with visible arms.
165633,587742015441404032,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\165633.jpg,spiral,A spiral galaxy with visible arms.
220625,588017721182846982,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\220625.jpg,spiral,A spiral galaxy with visible arms.
104015,587736977416716457,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\104015.jpg,spiral,A spiral galaxy with visible arms.
159754,587741815173283994,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\159754.jpg,spiral,A spiral galaxy with visible arms.
144709,587739844321542245,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\144709.jpg,spiral,A spiral galaxy with visible arms.
211092,588017603605168192,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\211092.jpg,spiral,A spiral galaxy with visible arms.
243538,588848899927114022,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\243538.jpg,spiral,A spiral galaxy with visible arms.
22531,587727944029634735,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\22531.jpg,spiral,A spiral galaxy with visible arms.
69112,587733440509903085,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\69112.jpg,spiral,A spiral galaxy with visible arms.
