objid,filepath,caption
587741816239227130,data/labels/thumbs/160127.jpg,"spiral galaxy with moderately wound arms, with 2 spiral arms"
587729231442673952,data/labels/thumbs/32982.jpg,spiral galaxy with moderately wound spiral arms
587731174380601869,data/labels/thumbs/275748.jpg,spiral galaxy with tightly wound arms
587739809950924896,data/labels/thumbs/139879.jpg,"spiral galaxy with a central bar, with dust lanes, with a noticeable bulge"
587739810490941750,data/labels/thumbs/140532.jpg,"barred spiral galaxy with tightly wound arms, with a ring"
587736976888889787,data/labels/thumbs/103917.jpg,"spiral galaxy with moderately wound spiral arms, with a noticeable bulge"
587738411942477944,data/labels/thumbs/111296.jpg,"rounded/cigar-shaped spiral galaxy with tightly wound arms, with a prominent rounded bulge"
587731185121427706,data/labels/thumbs/276250.jpg,spiral galaxy with a central bar
587739647816368192,data/labels/thumbs/134053.jpg,"spiral galaxy with loosely wound arms, with 2 spiral arms"
587736808838987987,data/labels/thumbs/98416.jpg,spiral galaxy with a conspicuous bulge
587737825139818640,data/labels/thumbs/257675.jpg,rounded/cigar-shaped spiral galaxy with a modest rounded bulge
588013383820574750,data/labels/thumbs/204886.jpg,"spiral galaxy with a central bar, with a ring structure, with a conspicuous bulge"
587735043613130917,data/labels/thumbs/77980.jpg,"barred spiral galaxy with tightly wound arms, with a ring, with a prominent bulge"
588298664648441907,data/labels/thumbs/273377.jpg,spiral galaxy with a noticeable bulge
587735349114110097,data/labels/thumbs/82004.jpg,"spiral galaxy with tightly wound arms, with more than 5 spiral arms, with a ring"
588298661969002562,data/labels/thumbs/273289.jpg,"rounded/cigar-shaped spiral galaxy with moderately wound spiral arms, with a ring structure"
587739096712413276,data/labels/thumbs/117593.jpg,spiral galaxy with a prominent bulge
587735344262283322,data/labels/thumbs/79699.jpg,spiral galaxy with a conspicuous bulge
587731187279331389,data/labels/thumbs/280320.jpg,"spiral galaxy with 2 spiral arms, with a ring"
587745243088552096,data/labels/thumbs/186273.jpg,"spiral galaxy with tightly wound spiral arms, with a conspicuous round bulge"
587741828585750733,data/labels/thumbs/161411.jpg,"rounded/cigar-shaped barred spiral galaxy with loosely wound arms, with 2 spiral arms, with disturbed morphology"
587731869630595326,data/labels/thumbs/46613.jpg,"rounded/cigar-shaped spiral galaxy with tightly wound spiral arms, with a ring structure, with a noticeable round bulge"
587742059998675034,data/labels/thumbs/165824.jpg,spiral galaxy with a modest bulge
587742014343282898,data/labels/thumbs/164170.jpg,"spiral galaxy with tightly wound spiral arms, with a conspicuous bulge"
587742189898236033,data/labels/thumbs/170174.jpg,spiral galaxy
587736478130307277,data/labels/thumbs/89189.jpg,"spiral galaxy with a pair of spiral arms, with a central bar, with a ring structure, with a noticeable bulge"
587739609173262455,data/labels/thumbs/132363.jpg,"barred spiral galaxy with 2 spiral arms, with a modest rounded bulge"
587729782275637591,data/labels/thumbs/40206.jpg,spiral galaxy with a noticeable round bulge
587729159508721878,data/labels/thumbs/31368.jpg,spiral galaxy with tightly wound arms
587742863137570948,data/labels/thumbs/183496.jpg,"spiral galaxy with moderately wound spiral arms, with a noticeable round bulge"
587735661014679659,data/labels/thumbs/83507.jpg,"spiral galaxy with a ring, with a modest bulge"
588011099409678432,data/labels/thumbs/199419.jpg,"spiral galaxy with moderately wound spiral arms, with many spiral arms, with a conspicuous bulge"
587742575906127943,data/labels/thumbs/175063.jpg,spiral galaxy with tightly wound arms
587742061613613141,data/labels/thumbs/167914.jpg,"spiral galaxy with a pair of spiral arms, with a central bar, with a noticeable bulge"
587726015629557855,data/labels/thumbs/16090.jpg,"spiral galaxy with tightly wound arms, with a ring, with a modest bulge"
587739648356057205,data/labels/thumbs/134291.jpg,"spiral galaxy with a pair of spiral arms, with a central bar, with a ring structure, with a conspicuous bulge"
587741830191972459,data/labels/thumbs/161765.jpg,"spiral galaxy with loosely wound arms, with more than 5 spiral arms, with a prominent bulge"
587742577516544106,data/labels/thumbs/176257.jpg,"spiral galaxy with tightly wound spiral arms, with signs of disturbance, with a noticeable bulge"
588017979410088081,data/labels/thumbs/228211.jpg,irregular galaxy with a modest bulge
588017724942516357,data/labels/thumbs/221883.jpg,"spiral galaxy with moderately wound spiral arms, with a ring structure, with dust lanes"
587735661007995136,data/labels/thumbs/83412.jpg,"rounded/cigar-shaped edge-on spiral galaxy with moderately wound arms, with a ring"
588297864181579949,data/labels/thumbs/239528.jpg,spiral galaxy with tightly wound spiral arms
587729232514318575,data/labels/thumbs/33290.jpg,spiral galaxy with moderately wound arms
588013384347090966,data/labels/thumbs/204995.jpg,spiral galaxy with a noticeable round bulge
588297865266266199,data/labels/thumbs/240474.jpg,"spiral galaxy with moderately wound arms, with 2 spiral arms"
588011124658143370,data/labels/thumbs/200694.jpg,"spiral galaxy with moderately wound spiral arms, with a ring structure"
587742013293199461,data/labels/thumbs/163262.jpg,"barred spiral galaxy with moderately wound arms, with 2 spiral arms, with a ring"
587738066188894631,data/labels/thumbs/107668.jpg,rounded/cigar-shaped spiral galaxy with a ring structure
587741727650414691,data/labels/thumbs/159642.jpg,"spiral galaxy with loosely wound arms, with more than 5 spiral arms, with a prominent bulge"
587738570311467161,data/labels/thumbs/112590.jpg,"rounded/cigar-shaped spiral galaxy with moderately wound spiral arms, with a conspicuous round bulge"
587732577774469279,data/labels/thumbs/56959.jpg,barred irregular galaxy
588017566027022388,data/labels/thumbs/209774.jpg,"irregular galaxy with a central bar, with a conspicuous bulge"
587742901790769365,data/labels/thumbs/184553.jpg,rounded/cigar-shaped edge-on spiral galaxy with a small or non-existent bulge
588017604693852329,data/labels/thumbs/212113.jpg,"spiral galaxy with a pair of spiral arms, with a central bar, with a noticeable bulge"
587736919972839843,data/labels/thumbs/101115.jpg,"barred spiral galaxy with moderately wound arms, with 2 spiral arms, with a ring"
588023669713535131,data/labels/thumbs/237115.jpg,"spiral galaxy with tightly wound spiral arms, with a conspicuous bulge"
588010136263917744,data/labels/thumbs/194624.jpg,"spiral galaxy with 2 spiral arms, with a ring"
587741817319194787,data/labels/thumbs/160738.jpg,"spiral galaxy with tightly wound spiral arms, with a ring structure, with a noticeable bulge"
587726031729131655,data/labels/thumbs/17672.jpg,rounded/cigar-shaped spiral galaxy with a ring
587728668801892525,data/labels/thumbs/24159.jpg,"spiral galaxy with a ring structure, with a noticeable round bulge"
587736542565171521,data/labels/thumbs/91750.jpg,barred irregular galaxy with a modest rounded bulge
588017626705952967,data/labels/thumbs/214588.jpg,"rounded/cigar-shaped spiral galaxy with a ring structure, with a noticeable round bulge"
587739610243203138,data/labels/thumbs/260925.jpg,spiral galaxy with a prominent bulge
588298664114782371,data/labels/thumbs/241352.jpg,"rounded/cigar-shaped spiral galaxy with tightly wound spiral arms, seen edge-on, with a noticeable round bulge"
587728906636230936,data/labels/thumbs/26699.jpg,"barred spiral galaxy with tightly wound arms, with 2 spiral arms, with a prominent bulge"
587733431922131190,data/labels/thumbs/68705.jpg,"spiral galaxy with tightly wound spiral arms, with a ring structure"
587735344802627621,data/labels/thumbs/79907.jpg,"spiral galaxy with 2 spiral arms, with a modest rounded bulge"
587742190436286529,data/labels/thumbs/170496.jpg,"spiral galaxy with signs of disturbance, with a noticeable round bulge"
587741830196625477,data/labels/thumbs/161848.jpg,"spiral galaxy with moderately wound arms, with a dust lane, with a prominent bulge"
587731498648142020,data/labels/thumbs/43626.jpg,"rounded/cigar-shaped spiral galaxy with tightly wound spiral arms, seen edge-on, with a central bar, with a noticeable round bulge"
588007003646853226,data/labels/thumbs/190670.jpg,"spiral galaxy with tightly wound arms, with 2 spiral arms, with disturbed morphology, with a prominent bulge"
587733399183032515,data/labels/thumbs/66576.jpg,"irregular galaxy with a ring structure, with a faint or not prominent bulge"
588007005792436371,data/labels/thumbs/267733.jpg,"barred spiral galaxy with tightly wound arms, with a modest bulge"
587741727654346898,data/labels/thumbs/159680.jpg,spiral galaxy with a ring structure
587722982827163823,data/labels/thumbs/245691.jpg,"barred spiral galaxy with loosely wound arms, with 2 spiral arms, with disturbed morphology"
587738568176631936,data/labels/thumbs/111886.jpg,"spiral galaxy with a ring structure, with a noticeable bulge"
587741390498627658,data/labels/thumbs/148343.jpg,rounded/cigar-shaped edge-on spiral galaxy
587736977420517513,data/labels/thumbs/257386.jpg,"rounded/cigar-shaped spiral galaxy with tightly wound spiral arms, with a conspicuous round bulge"
588016841248276724,data/labels/thumbs/205838.jpg,"spiral galaxy with moderately wound arms, with 2 spiral arms, with a prominent bulge"
588023240743583771,data/labels/thumbs/236175.jpg,"spiral galaxy with moderately wound spiral arms, with a central bar"
587741707807621230,data/labels/thumbs/155867.jpg,"spiral galaxy with tightly wound arms, with a ring"
587736523760402660,data/labels/thumbs/89853.jpg,"rounded/cigar-shaped spiral galaxy with loosely wound spiral arms, with a pair of spiral arms, with a central bar, with a ring structure"
587728880346202157,data/labels/thumbs/26013.jpg,rounded/cigar-shaped edge-on spiral galaxy with tightly wound arms
588017977830998102,data/labels/thumbs/226244.jpg,spiral galaxy with a single spiral arm
587741532792946760,data/labels/thumbs/152591.jpg,"spiral galaxy with tightly wound arms, with a ring, with a dominant bulge"
587722984443150620,data/labels/thumbs/1990.jpg,"spiral galaxy with a central bar, with a ring structure"
588017713123295507,data/labels/thumbs/219751.jpg,"barred spiral galaxy with tightly wound arms, with a ring, with a prominent bulge"
587726031177187497,data/labels/thumbs/16934.jpg,irregular galaxy with a ring structure
588017704542339194,data/labels/thumbs/218644.jpg,"spiral galaxy with tightly wound arms, with a ring, with a modest bulge"
587725818017874090,data/labels/thumbs/12961.jpg,rounded/cigar-shaped spiral galaxy with a noticeable round bulge
587741387272684136,data/labels/thumbs/262713.jpg,"spiral galaxy with moderately wound arms, with a modest rounded bulge"
588017978913456334,data/labels/thumbs/228035.jpg,spiral galaxy with a ring structure
588848901533663319,data/labels/thumbs/245578.jpg,"spiral galaxy with moderately wound arms, with a modest bulge"
587732771585720453,data/labels/thumbs/62478.jpg,"spiral galaxy with a central bar, with a ring structure, with a noticeable round bulge"
587725491064733979,data/labels/thumbs/7996.jpg,"barred spiral galaxy with tightly wound arms, with a ring, with a prominent rounded bulge"
588023668102201521,data/labels/thumbs/236406.jpg,"rounded/cigar-shaped spiral galaxy with moderately wound spiral arms, with a noticeable bulge"
587742013293658340,data/labels/thumbs/163277.jpg,spiral galaxy
587727866181321131,data/labels/thumbs/21662.jpg,"rounded/cigar-shaped spiral galaxy with a central bar, with a ring structure, with a noticeable round bulge"
587745244697329758,data/labels/thumbs/186949.jpg,"spiral galaxy with loosely wound arms, with 1 spiral arm"
587735490285011135,data/labels/thumbs/83078.jpg,"spiral galaxy with moderately wound spiral arms, with a noticeable bulge"
587728307495305391,data/labels/thumbs/23009.jpg,"rounded/cigar-shaped spiral galaxy with moderately wound arms, with 2 spiral arms"
587733196771164296,data/labels/thumbs/65437.jpg,"spiral galaxy with a pair of spiral arms, with a central bar, with a ring structure, with a conspicuous bulge"
587733398652125276,data/labels/thumbs/253318.jpg,"barred spiral galaxy with moderately wound arms, with 2 spiral arms"
587731890039029954,data/labels/thumbs/48764.jpg,"spiral galaxy with a pair of spiral arms, with a central bar, with a ring structure, with a conspicuous round bulge"
587739809947975780,data/labels/thumbs/139815.jpg,"barred spiral galaxy with loosely wound arms, with 2 spiral arms"
587729752211325537,data/labels/thumbs/38010.jpg,spiral galaxy with a noticeable round bulge
587739294552358946,data/labels/thumbs/121900.jpg,spiral galaxy
587726014000201850,data/labels/thumbs/14623.jpg,"rounded/cigar-shaped spiral galaxy with moderately wound spiral arms, with a central bar, with a ring structure, with dust lanes, with a noticeable round bulge"
587738952029569067,data/labels/thumbs/117083.jpg,"barred spiral galaxy with loosely wound arms, with 2 spiral arms, with a ring"
587741602025177152,data/labels/thumbs/154713.jpg,"spiral galaxy with tightly wound spiral arms, with a ring structure, with a noticeable bulge"
587732054313599255,data/labels/thumbs/50915.jpg,spiral galaxy with a modest rounded bulge
588010878766219439,data/labels/thumbs/197991.jpg,"spiral galaxy with moderately wound spiral arms, with a pair of spiral arms, with a ring structure, with a conspicuous round bulge"
587742012760785071,data/labels/thumbs/162712.jpg,spiral galaxy
587728669342433473,data/labels/thumbs/24321.jpg,"spiral galaxy with tightly wound spiral arms, with a conspicuous bulge"
587725491062046839,data/labels/thumbs/7907.jpg,"spiral galaxy with loosely wound arms, with 3 spiral arms"
587741387274781142,data/labels/thumbs/148175.jpg,"spiral galaxy with tightly wound spiral arms, with a central bar, with a ring structure, with a conspicuous round bulge"
587739303675887709,data/labels/thumbs/122540.jpg,"barred spiral galaxy with 2 spiral arms, with a prominent bulge"
587735694835777665,data/labels/thumbs/86023.jpg,"spiral galaxy with tightly wound spiral arms, with a ring structure, with a conspicuous round bulge"
587732483291152514,data/labels/thumbs/55005.jpg,"rounded/cigar-shaped barred spiral galaxy with tightly wound arms, with disturbed morphology"
587739829274673302,data/labels/thumbs/144082.jpg,"spiral galaxy with moderately wound spiral arms, with a central bar, with a ring structure"
587735662088487111,data/labels/thumbs/255292.jpg,"spiral galaxy with moderately wound arms, with 3 spiral arms, with disturbed morphology, with a modest bulge"
587745970001346777,data/labels/thumbs/189163.jpg,"spiral galaxy with loosely wound spiral arms, with a pair of spiral arms"
588017702949617905,data/labels/thumbs/216714.jpg,"spiral galaxy with tightly wound arms, with a ring"
587729159502430386,data/labels/thumbs/31267.jpg,"spiral galaxy with moderately wound spiral arms, with a pair of spiral arms, with a noticeable bulge"
587725471207587940,data/labels/thumbs/7401.jpg,rounded/cigar-shaped spiral galaxy with 2 spiral arms
588017702402916480,data/labels/thumbs/215951.jpg,"spiral galaxy with tightly wound spiral arms, with three spiral arms, with a noticeable bulge"
588017702399901776,data/labels/thumbs/215873.jpg,"barred spiral galaxy with 2 spiral arms, with a ring, with a modest bulge"
587736914603213018,data/labels/thumbs/99896.jpg,"spiral galaxy with loosely wound spiral arms, with a pair of spiral arms"
587742610804048101,data/labels/thumbs/177873.jpg,rounded/cigar-shaped spiral galaxy with tightly wound arms
588013382741131367,data/labels/thumbs/204013.jpg,"spiral galaxy with tightly wound spiral arms, with a ring structure"
588017702920388632,data/labels/thumbs/216171.jpg,barred spiral galaxy
588010878761762919,data/labels/thumbs/197917.jpg,spiral galaxy with a central bar
587725505018331299,data/labels/thumbs/8422.jpg,"spiral galaxy with tightly wound arms, with a ring, with a dust lane, with a prominent bulge"
587735695378219172,data/labels/thumbs/86359.jpg,rounded/cigar-shaped spiral galaxy with a noticeable bulge
587742061060096128,data/labels/thumbs/166875.jpg,"rounded/cigar-shaped spiral galaxy with tightly wound arms, with disturbed morphology"
587728669345710249,data/labels/thumbs/24356.jpg,spiral galaxy with a noticeable bulge
587730846355554536,data/labels/thumbs/274139.jpg,"spiral galaxy with tightly wound arms, with a ring, with a modest bulge"
587737825684095146,data/labels/thumbs/106663.jpg,"spiral galaxy with a pair of spiral arms, with a central bar, with a ring structure, with a noticeable round bulge"
587726102032220637,data/labels/thumbs/21347.jpg,"spiral galaxy with tightly wound arms, with a modest bulge"
587738947204743350,data/labels/thumbs/258774.jpg,rounded/cigar-shaped spiral galaxy with a central bar
587735491363012765,data/labels/thumbs/83325.jpg,spiral galaxy with a modest rounded bulge
587739812098343115,data/labels/thumbs/141700.jpg,spiral galaxy with a noticeable round bulge
587731873390133416,data/labels/thumbs/47530.jpg,"spiral galaxy with moderately wound arms, with 3 spiral arms"
587739114173300888,data/labels/thumbs/118514.jpg,"spiral galaxy with tightly wound spiral arms, with a central bar, with a noticeable bulge"
587738947209396369,data/labels/thumbs/115537.jpg,"spiral galaxy with moderately wound arms, with a ring"
588017702931857556,data/labels/thumbs/270559.jpg,spiral galaxy with tightly wound spiral arms
587741390497185942,data/labels/thumbs/148333.jpg,"barred spiral galaxy with a ring, with a modest rounded bulge"
588018253224739078,data/labels/thumbs/234390.jpg,"spiral galaxy with tightly wound spiral arms, with signs of disturbance, with a noticeable round bulge"
587725039026110540,data/labels/thumbs/3966.jpg,"spiral galaxy with tightly wound arms, with 2 spiral arms, with a ring"
587739810487861318,data/labels/thumbs/140421.jpg,irregular galaxy with a noticeable bulge
588017627230830672,data/labels/thumbs/270378.jpg,"barred interacting/merging spiral galaxy with loosely wound arms, with 2 spiral arms"
587742015441404032,data/labels/thumbs/165633.jpg,"spiral galaxy with moderately wound spiral arms, with a conspicuous round bulge"
588017721182846982,data/labels/thumbs/220625.jpg,"barred spiral galaxy with 2 spiral arms, with a modest bulge"
587736977416716457,data/labels/thumbs/104015.jpg,spiral galaxy with a conspicuous bulge
587741815173283994,data/labels/thumbs/159754.jpg,"barred spiral galaxy with 2 spiral arms, with a modest rounded bulge"
587739844321542245,data/labels/thumbs/144709.jpg,rounded/cigar-shaped spiral galaxy with a ring structure
588017603605168192,data/labels/thumbs/211092.jpg,spiral galaxy
588848899927114022,data/labels/thumbs/243538.jpg,"spiral galaxy with tightly wound spiral arms, with a pair of spiral arms, with a ring structure, with a conspicuous round bulge"
587727944029634735,data/labels/thumbs/22531.jpg,"spiral galaxy with loosely wound arms, with 2 spiral arms"
587733440509903085,data/labels/thumbs/69112.jpg,"rounded/cigar-shaped spiral galaxy with moderately wound spiral arms, with a ring structure"
587726014544543937,data/labels/thumbs/15050.jpg,"spiral galaxy with loosely wound arms, with a ring, with a modest bulge"
587739719768342634,data/labels/thumbs/261491.jpg,"spiral galaxy with tightly wound spiral arms, with a ring structure, with dust lanes, with a noticeable bulge"
587738564405035737,data/labels/thumbs/111348.jpg,barred spiral galaxy with loosely wound arms
587742611884998674,data/labels/thumbs/265998.jpg,"spiral galaxy with a ring structure, with a noticeable bulge"
588848899385721085,data/labels/thumbs/242761.jpg,barred irregular galaxy with a modest bulge
588017726005248093,data/labels/thumbs/222332.jpg,"spiral galaxy with a pair of spiral arms, with a central bar"
587730022258376919,data/labels/thumbs/41463.jpg,spiral galaxy
587741532249980994,data/labels/thumbs/263131.jpg,spiral galaxy with tightly wound spiral arms
587733605329207415,data/labels/thumbs/71160.jpg,"barred spiral galaxy with 2 spiral arms, with a ring"
587734863757312141,data/labels/thumbs/74939.jpg,"spiral galaxy with a ring structure, with a conspicuous round bulge"
587734623235080737,data/labels/thumbs/73600.jpg,"spiral galaxy with moderately wound arms, with a modest bulge"
587735347484164179,data/labels/thumbs/80241.jpg,"spiral galaxy with a central bar, with a ring structure"
587739815850148060,data/labels/thumbs/142126.jpg,barred spiral galaxy with tightly wound arms
587739845393580433,data/labels/thumbs/145321.jpg,"spiral galaxy with tightly wound spiral arms, with a noticeable round bulge"
587744727151083746,data/labels/thumbs/185583.jpg,barred spiral galaxy with a ring
588018254295793956,data/labels/thumbs/234766.jpg,"spiral galaxy with tightly wound spiral arms, with a ring structure, with a conspicuous bulge"
587731500257247401,data/labels/thumbs/43966.jpg,"barred spiral galaxy with tightly wound arms, with a ring"
587738570857054239,data/labels/thumbs/112903.jpg,"spiral galaxy with tightly wound spiral arms, with a conspicuous bulge"
588848899892707594,data/labels/thumbs/242996.jpg,spiral galaxy
587739130804830369,data/labels/thumbs/119128.jpg,"spiral galaxy with tightly wound spiral arms, with three spiral arms"
587732771053043914,data/labels/thumbs/62010.jpg,spiral galaxy with a ring
587729386604658881,data/labels/thumbs/34274.jpg,spiral galaxy with a noticeable bulge
587736916759085402,data/labels/thumbs/257042.jpg,barred irregular galaxy with a modest bulge
587733429774254155,data/labels/thumbs/68661.jpg,"rounded/cigar-shaped spiral galaxy with moderately wound spiral arms, seen edge-on, with a noticeable round bulge"
587731681188184100,data/labels/thumbs/45872.jpg,"spiral galaxy with tightly wound arms, with a ring, with a modest bulge"
588017977801179268,data/labels/thumbs/271630.jpg,"rounded/cigar-shaped spiral galaxy with loosely wound spiral arms, with a pair of spiral arms, seen edge-on"
587732771035021476,data/labels/thumbs/61742.jpg,"spiral galaxy with tightly wound arms, with a modest bulge"
587741421095682122,data/labels/thumbs/149014.jpg,"spiral galaxy with a central bar, with a noticeable bulge"
587736584438153528,data/labels/thumbs/93747.jpg,"spiral galaxy with tightly wound arms, with more than 5 spiral arms, with a ring, with a dust lane, with a prominent bulge"
587739809959117122,data/labels/thumbs/140129.jpg,"spiral galaxy with moderately wound spiral arms, with a central bar, with a noticeable round bulge"
587744729297256656,data/labels/thumbs/185764.jpg,"barred spiral galaxy with loosely wound arms, with more than 5 spiral arms, with disturbed morphology, with a modest bulge"
587731514220347522,data/labels/thumbs/285512.jpg,"spiral galaxy with a pair of spiral arms, with a central bar, with a ring structure"
587735661552599215,data/labels/thumbs/83696.jpg,"spiral galaxy with tightly wound arms, with a ring, with a prominent bulge"
587739720291647552,data/labels/thumbs/137802.jpg,"spiral galaxy with tightly wound spiral arms, with a central bar, with a ring structure"
587738947736567961,data/labels/thumbs/115847.jpg,spiral galaxy with a modest rounded bulge
587739507156844671,data/labels/thumbs/131010.jpg,"spiral galaxy with tightly wound spiral arms, with signs of disturbance"
587738570855546984,data/labels/thumbs/112894.jpg,barred spiral galaxy with tightly wound arms
587735664772907164,data/labels/thumbs/84438.jpg,spiral galaxy in a merger
587742566782402690,data/labels/thumbs/173075.jpg,spiral galaxy with a modest bulge
587733609623388284,data/labels/thumbs/72210.jpg,rounded/cigar-shaped spiral galaxy
587724648722989232,data/labels/thumbs/2569.jpg,"spiral galaxy with tightly wound arms, with a ring"
587726032240640139,data/labels/thumbs/17931.jpg,"spiral galaxy with tightly wound spiral arms, with a ring structure, with a conspicuous round bulge"
587739827669434558,data/labels/thumbs/142883.jpg,irregular galaxy
587727866716684308,data/labels/thumbs/248125.jpg,"rounded/cigar-shaped spiral galaxy with a ring structure, with a noticeable round bulge"
587732703405998202,data/labels/thumbs/252662.jpg,"rounded/cigar-shaped edge-on spiral galaxy with tightly wound arms, with a modest rounded bulge"
587732582051545239,data/labels/thumbs/58098.jpg,spiral galaxy with a conspicuous bulge
587735349096874150,data/labels/thumbs/81701.jpg,"spiral galaxy with 3 spiral arms, with a ring, with a modest bulge"
587736782532837460,data/labels/thumbs/97210.jpg,"spiral galaxy with moderately wound spiral arms, with a single spiral arm, with a ring structure"
587741817305760160,data/labels/thumbs/160573.jpg,"barred spiral galaxy with tightly wound arms, with 3 spiral arms, with a ring"
587738411408228502,data/labels/thumbs/111233.jpg,spiral galaxy with tightly wound spiral arms
587739719226949725,data/labels/thumbs/261450.jpg,spiral galaxy with a prominent bulge
587739381522563185,data/labels/thumbs/124835.jpg,"rounded/cigar-shaped spiral galaxy with loosely wound spiral arms, with a pair of spiral arms"
588016879364079692,data/labels/thumbs/206336.jpg,spiral galaxy
587739811562782830,data/labels/thumbs/141459.jpg,"rounded/cigar-shaped spiral galaxy with tightly wound spiral arms, with a noticeable bulge"
587728879259287584,data/labels/thumbs/25196.jpg,"spiral galaxy with tightly wound arms, with a ring"
587725503410405687,data/labels/thumbs/8204.jpg,spiral galaxy with loosely wound spiral arms
588017703466041477,data/labels/thumbs/270639.jpg,spiral galaxy with tightly wound arms
588848899370778796,data/labels/thumbs/242528.jpg,spiral galaxy with moderately wound spiral arms
587739844322787438,data/labels/thumbs/144729.jpg,"rounded/cigar-shaped barred edge-on spiral galaxy with tightly wound arms, with a modest rounded bulge"
587741489817256342,data/labels/thumbs/149871.jpg,"spiral galaxy with tightly wound spiral arms, with a ring structure"
587742614560309447,data/labels/thumbs/178471.jpg,"spiral galaxy with moderately wound arms, with a ring"
588017704022507833,data/labels/thumbs/218229.jpg,"rounded/cigar-shaped spiral galaxy with moderately wound spiral arms, with a pair of spiral arms, seen edge-on, with a central bar"
587739721379348703,data/labels/thumbs/139049.jpg,"spiral galaxy with moderately wound arms, with 1 spiral arm, with a ring"
587724648717549850,data/labels/thumbs/2466.jpg,"rounded/cigar-shaped spiral galaxy with a central bar, with a noticeable bulge"
587734303266898118,data/labels/thumbs/286118.jpg,elliptical galaxy with a prominent bulge
587739459908337843,data/labels/thumbs/129872.jpg,"elliptical galaxy with a lens/arc feature, with a conspicuous round bulge"
587742864743137371,data/labels/thumbs/183959.jpg,edge-on elliptical galaxy
587739719216988293,data/labels/thumbs/137171.jpg,irregular galaxy with a noticeable bulge
588017977275908173,data/labels/thumbs/225622.jpg,"barred elliptical galaxy with a ring, with a prominent bulge"
587739609707118734,data/labels/thumbs/132665.jpg,elliptical galaxy with signs of disturbance
587733431922720928,data/labels/thumbs/253603.jpg,"elliptical galaxy with a ring, with a prominent bulge"
588018254302478639,data/labels/thumbs/234869.jpg,elliptical galaxy with a very large bulge
587739706333462710,data/labels/thumbs/134992.jpg,"elliptical galaxy with a ring, with disturbed morphology, with a prominent rounded bulge"
587739609162580091,data/labels/thumbs/132207.jpg,elliptical galaxy with a ring structure
588017702930415752,data/labels/thumbs/216337.jpg,"elliptical galaxy with a ring, with a dominant bulge"
588010879830327398,data/labels/thumbs/198416.jpg,"elliptical galaxy in a merger, with a noticeable bulge"
588015508207239342,data/labels/thumbs/289885.jpg,"elliptical galaxy with a ring, with a modest bulge"
